US009052008 43.7333 -96.6333 Minnehaha_County South_Dakota
USC00105427 42.5500 -117.0000 Owyhee_County Idaho
USC00105429 45.5333 -116.3000 Idaho_County Idaho
USC00105462 43.9181 -113.6317 Custer_County Idaho
USC00105466 43.9500 -113.6667 Custer_County Idaho
USC00105505 43.2500 -114.3500 Blaine_County Idaho
USC00105510 43.2833 -114.3833 Blaine_County Idaho
USC00105544 42.2000 -112.2667 Malad_City Oneida_County
USC00105563 42.2917 -113.3042 Cassia_County Idaho
USC00105567 42.3061 -113.3689 Malta Cassia_County
USC00105640 43.0500 -113.5500 Minidoka_County Idaho
USC00105678 42.6681 -112.9981 Power_County Idaho
USC00105685 44.5664 -113.8953 Lemhi_County Idaho
USC00105708 44.8872 -116.1047 Valley_County Idaho
USC00105716 42.6519 -112.1931 McCammon Bannock_County
USC00105724 42.6333 -112.2333 Bannock_County Idaho
USC00105841 43.6167 -116.4167 Meridian Ada_County
USC00105859 44.6167 -116.4333 Adams_County Idaho
USC00105897 44.7189 -115.0150 Custer_County Idaho
USC00105910 43.4000 -112.8333 Bingham_County Idaho
USC00105955 42.5333 -114.1167 Jerome_County Idaho
USC00105972 42.7833 -113.6667 Minidoka_County Idaho
USC00105980 42.6767 -113.5003 Minidoka_County Idaho
USC00106053 42.3167 -111.3000 Montpelier Bear_Lake_County
USC00106077 43.9333 -115.6667 Boise_County Idaho
USC00106080 44.0367 -112.5164 Jefferson_County Idaho
USC00106085 46.1667 -114.8833 Idaho_County Idaho
USC00106087 46.1333 -114.9167 Idaho_County Idaho
USC00106152 46.7281 -116.9558 Latah_County Idaho
USC00106174 43.1261 -115.7119 Elmore_County Idaho
USC00106221 43.8333 -112.4167 Jefferson_County Idaho
USC00106230 47.4661 -115.8114 Shoshone_County Idaho
USC00106248 43.2167 -116.5667 Murphy Owyhee_County
USC00106250 42.0264 -115.3597 Owyhee_County Idaho
USC00106254 47.6333 -115.8667 Shoshone_County Idaho
USC00106257 42.5333 -114.2000 Twin_Falls_County Idaho
USC00106295 43.5833 -116.5667 Nampa Karcher_Junction
USC00106300 43.6167 -116.5833 Moss Canyon_County
USC00106305 43.6039 -116.5753 Nampa Karcher_Junction
USC00106375 43.6333 -115.8000 Boise_County Idaho
USC00106388 44.9714 -116.2933 Adams_County Idaho
USC00106421 46.2333 -116.2333 Nezperce Lewis_County
USC00106424 46.2325 -116.2430 Nezperce Lewis_County
USC00106493 45.9167 -114.8333 Idaho_County Idaho
USC00106500 45.4833 -113.9667 Lemhi_County Idaho
USC00106542 42.2342 -113.8981 Oakley Cassia_County
USC00106553 44.0333 -114.8333 Custer_County Idaho
USC00106573 46.0833 -115.5167 Idaho_County Idaho
USC00106586 44.1758 -116.2828 Gem_County Idaho
USC00106590 44.1333 -116.2833 Gem_County Idaho
USC00106681 46.4833 -116.2667 Orofino Clearwater_County
USC00106700 42.2833 -112.0167 Franklin_County Idaho
USC00106705 46.6167 -115.6333 Clearwater_County Idaho
USC00106764 43.3500 -111.2167 Bonneville_County Idaho
USC00106785 42.2333 -111.4000 Paris Bear_Lake_County
USC00106844 43.8022 -116.9442 Canyon_County Idaho
USC00106877 42.6283 -113.7622 Minidoka_County Idaho
USC00106891 44.0764 -116.9311 Payette Payette_Heights
USC00106920 43.0667 -116.2833 Owyhee_County Idaho
USC00106930 42.7500 -112.0333 Caribou_County Idaho
USC00106985 43.9167 -114.0167 Custer_County Idaho
USC00107016 46.1500 -115.6000 Idaho_County Idaho
USC00107040 43.3086 -114.0667 Blaine_County Idaho
USC00107046 46.4922 -115.8006 Pierce Clearwater_County
USC00107047 47.4833 -115.8000 Shoshone_County Idaho
USC00107049 46.5000 -115.8000 Pierce Clearwater_County
USC00107079 43.4667 -115.3167 Elmore_County Idaho
USC00107188 47.3111 -116.9544 Benewah_County Idaho
USC00107208 42.8917 -112.4086 Bannock_County Idaho
USC00107210 42.8750 -112.4444 Pocatello Bannock_County
USC00107240 43.5667 -111.6167 Bonneville_County Idaho
USC00107243 43.6333 -116.7000 Canyon_County Idaho
USC00107255 44.0833 -111.2333 Fremont_County Idaho
USC00107264 48.9994 -116.4992 Boundary_County Idaho
USC00107301 46.9603 -116.8550 Latah_County Idaho
USC00107320 46.5100 -114.7111 Idaho_County Idaho
USC00107325 43.6333 -116.0833 Ada_County Idaho
USC00107327 43.5064 -115.5717 Elmore_County Idaho
USC00107346 42.0933 -111.8825 Preston Franklin_County
USC00107353 42.0667 -111.8500 Franklin_County Idaho
USC00107357 47.6428 -115.9172 Shoshone_County Idaho
USC00107370 48.5833 -116.8667 Bonner_County Idaho
USC00107386 48.3511 -116.8353 Bonner_County Idaho
USC00107402 46.8667 -116.8167 Latah_County Idaho
USC00107420 47.7000 -115.9833 Shoshone_County Idaho
USC00107536 43.5500 -112.9500 Butte_County Idaho
USC00107545 43.6167 -115.7333 Elmore_County Idaho
USC00107561 45.7875 -115.1994 Idaho_County Idaho
USC00107563 45.7075 -115.3444 Idaho_County Idaho
USC00107628 46.3333 -116.5500 Nez_Perce_County Idaho
USC00107640 43.8333 -111.9000 Madison_County Idaho
USC00107642 43.8167 -111.7833 Rexburg Madison_County
USC00107644 43.8083 -111.7892 Rexburg Madison_County
USC00107648 43.2064 -116.7494 Owyhee_County Idaho
USC00107665 44.2167 -111.6333 Fremont_County Idaho
USC00107673 43.0528 -114.1581 Richfield Lincoln_County
USC00107678 42.1833 -116.1333 Owyhee_County Idaho
USC00107689 43.6758 -111.9125 Rigby Jefferson_County
USC00107706 45.4239 -116.3150 Riggins Idaho_County
USC00107721 43.6333 -111.7833 Ririe Jefferson_County
USC00107727 43.5667 -111.5667 Bonneville_County Idaho
USC00107808 42.5139 -112.8750 Power_County Idaho
USC00107858 47.3500 -115.6667 Shoshone_County Idaho
USC00107878 44.9500 -115.0000 Valley_County Idaho
USC00107900 44.7333 -116.0833 Donnelly Valley_County
USC00107915 42.3667 -114.9667 Twin_Falls_County Idaho
USC00107948 43.6667 -116.0500 Boise_County Idaho
USC00107961 45.9183 -114.8303 Idaho_County Idaho
USC00107968 42.6042 -113.7575 Minidoka_County Idaho
USC00107971 42.8000 -113.5667 Minidoka_County Idaho
USC00108022 43.9517 -111.6789 Saint_Anthony Fremont_County
USC00108062 47.3164 -116.5789 Saint_Maries Benewah_County
USC00108072 43.8667 -111.7500 Sugar_City Madison_County
USC00108076 45.2000 -113.8667 Lemhi_County Idaho
USC00108080 45.1875 -113.9008 Salmon Lemhi_County
USC00108089 42.4833 -114.8333 Twin_Falls_County Idaho
USC00108137 48.2942 -116.5628 Sandpoint Bonner_County
USC00108210 44.5333 -115.1000 Custer_County Idaho
USC00108246 46.0081 -114.8442 Idaho_County Idaho
USC00108303 43.6167 -115.1667 Elmore_County Idaho
USC00108380 42.9383 -114.4169 Shoshone Lincoln_County
USC00108395 45.3767 -114.2775 Lemhi_County Idaho
USC00108410 43.0167 -116.7333 Owyhee_County Idaho
USC00108412 43.0022 -116.8317 Owyhee_County Idaho
USC00108475 45.6333 -116.2833 Idaho_County Idaho
USC00108500 44.2964 -112.4094 Clark_County Idaho
USC00108510 45.1500 -115.3167 Valley_County Idaho
USC00108511 43.4833 -115.5333 Elmore_County Idaho
USC00108535 42.6514 -111.5833 Soda_Springs Caribou_County
USC00108548 43.4833 -114.8167 Camas_County Idaho
USC00108604 44.3606 -112.1864 Spencer Clark_County
USC00108610 47.9667 -116.8667 Spirit_Lake Kootenai_County
USC00108626 43.0667 -112.6833 Bingham_County Idaho
USC00108630 43.8167 -116.2833 Gem_County Idaho
USC00108676 44.2206 -114.9342 Stanley Custer_County
USC00108738 44.9000 -115.3333 Valley_County Idaho
USC00108765 42.0500 -112.6500 Oneida_County Idaho
USC00108802 42.3667 -112.9667 Power_County Idaho
USC00108818 43.8867 -111.7367 Madison_County Idaho
USC00108850 43.3167 -115.8333 Elmore_County Idaho
USC00108899 47.5667 -115.8333 Shoshone_County Idaho
USC00108906 43.7000 -114.3500 Sun_Valley Blaine_County
USC00108928 43.2436 -116.3783 Ada_County Idaho
USC00108937 43.4372 -111.2792 Swan_Valley Bonneville_County
USC00109000 45.1017 -114.8508 Valley_County Idaho
USC00109029 47.1667 -116.9167 Benewah_County Idaho
USC00109059 43.8167 -111.1667 Teton_County Idaho
USC00109065 43.8564 -111.2769 Teton_County Idaho
USC00109119 42.0833 -115.1500 Owyhee_County Idaho
USC00109197 42.7833 -116.6167 Owyhee_County Idaho
USC00109212 44.2500 -116.2667 Gem_County Idaho
USC00109293 42.5808 -114.4569 Twin_Falls Twin_Falls_County
USC00109294 42.5833 -114.4667 Twin_Falls Twin_Falls_County
USC00109299 42.5333 -114.4167 Twin_Falls_County Idaho
USC00109303 42.5458 -114.3461 Twin_Falls_County Idaho
USC00109380 44.5333 -115.9667 Valley_County Idaho
USC00109493 47.4667 -115.9333 Shoshone_County Idaho
USC00109498 47.4753 -115.9314 Wallace Shoshone_County
USC00109560 45.2658 -115.6789 Idaho_County Idaho
USC00109601 42.9728 -111.4097 Caribou_County Idaho
USC00109637 44.2500 -116.9833 Weiser Washington_County
USC00109638 44.2456 -116.9697 Weiser Washington_County
USC00109658 42.7500 -114.6667 Gooding_County Idaho
USC00109692 46.1167 -116.5000 Idaho_County Idaho
USC00109698 42.0358 -111.9617 Franklin_County Idaho
USC00109739 45.7503 -116.3231 Idaho_County Idaho
USC00109760 42.4333 -116.2000 Owyhee_County Idaho
USC00109840 46.2333 -116.6167 Winchester_State_Park Lewis_County
USC00109846 46.2381 -116.6233 Winchester Lewis_County
USC00109885 44.0333 -112.0000 Fremont_County Idaho
USC00109900 43.5500 -112.4333 Bonneville_County Idaho
USC00109950 44.9628 -115.4961 Yellow_Pine Valley_County
USC00109951 44.8542 -115.5114 Valley_County Idaho
USC00109963 45.5450 -115.2514 Idaho_County Idaho
USC00110050 38.5411 -89.6289 Albers Clinton_County
USC00110055 38.3778 -88.0569 Albion Edwards_County
USC00110072 41.2019 -90.7417 Aledo Mercer_County
USC00110082 41.0578 -90.5653 Warren_County Illinois
USC00110137 38.8664 -90.1464 Sloan Alton
USC00110140 41.1203 -90.1642 Altona Knox_County
USC00110146 41.7225 -89.3367 Amboy Lee_County
USC00110187 37.4814 -89.2344 Union_County Illinois
USC00110195 41.4000 -89.9167 Henry_County Illinois
USC00110203 42.4811 -88.0994 Antioch Lake_County
USC00110211 42.4483 -90.0517 Apple_River_Canyon_State_Park Jo_Daviess_County
USC00110231 39.6900 -88.2925 Douglas_County Illinois
USC00110247 42.0333 -87.9667 Schnells_Corner Mount_Prospect
USC00110251 39.7103 -88.4886 Moultrie_County Illinois
USC00110286 41.8500 -89.2667 Lee_County Illinois
USC00110305 40.0008 -89.7172 Menard_County Illinois
USC00110306 39.9275 -89.7964 Menard_County Illinois
USC00110315 39.8000 -88.5000 Piatt_County Illinois
USC00110317 39.8000 -88.4167 Douglas_County Illinois
USC00110330 40.2333 -90.9472 Augusta Hancock_County
USC00110338 41.7806 -88.3092 Kane_County Illinois
USC00110356 40.6633 -90.4447 Avon Fulton_County
USC00110440 42.1500 -88.1333 Fox_Point_North Barrington
USC00110442 42.1153 -88.1639 Crabtree_Nature_Center Barrington_Center
USC00110445 39.6833 -91.0500 Pike_County Illinois
USC00110456 40.5978 -89.7039 Peoria_County Illinois
USC00110492 40.0164 -90.4278 Beardstown Cass_County
USC00110497 39.9333 -90.5333 Cass_County Illinois
USC00110500 39.1814 -88.7831 Beecher_City Effingham_County
USC00110509 38.2333 -88.7500 Jefferson_County Illinois
USC00110583 42.2550 -88.8639 Belvidere Boone_County
USC00110591 39.8333 -88.5833 Piatt_County Illinois
USC00110598 40.3444 -91.1125 Bentley Hancock_County
USC00110608 38.0336 -88.9203 Franklin_County Illinois
USC00110670 38.8369 -87.6286 Lawrence_County Illinois
USC00110761 40.4961 -88.9994 Bloomington McLean_County
USC00110764 40.4864 -89.0864 Twin_Grove McLean_County
USC00110766 40.5167 -89.0000 Illinois_State_University Normal
USC00110781 39.7500 -90.5333 Bluffs Scott_County
USC00110803 41.1758 -87.9353 Kankakee_County Illinois
USC00110868 41.1461 -89.6289 Marshall_County Illinois
USC00110987 40.2258 -90.7642 Schuyler_County Illinois
USC00110993 37.1275 -88.6531 Massac_County Illinois
USC00111020 38.9544 -88.9583 Fayette_County Illinois
USC00111083 39.8564 -89.4161 Sangamon_County Illinois
USC00111160 38.5669 -90.1942 Cahokia Saint_Clair_County
USC00111169 37.0044 -89.1786 Elmwood_Place Cairo
USC00111212 38.5989 -87.9739 Richland_County Illinois
USC00111230 40.3833 -90.3333 Fulton_County Illinois
USC00111236 41.0525 -89.6569 Stark_County Illinois
USC00111250 40.5378 -90.0422 Fulton_County Illinois
USC00111265 37.7308 -89.1658 Carbondale Jackson_County
USC00111280 39.2883 -89.8703 Carlinville Macoupin_County
USC00111288 38.6000 -89.3667 Clinton_County Illinois
USC00111290 38.6308 -89.3658 Carlyle Clinton_County
USC00111296 38.1497 -88.2244 White_County Illinois
USC00111302 38.0733 -88.1805 Carmi White_County
USC00111304 38.8833 -89.9000 Madison_County Illinois
USC00111316 40.4089 -91.1278 Carthage Hancock_County
USC00111329 39.2975 -87.9747 Clark_County Illinois
USC00111386 38.5547 -89.1297 Central_City Marion_County
USC00111412 40.0642 -90.1511 Cass_County Illinois
USC00111420 41.3978 -88.2819 Channahon Grundy_County
USC00111430 39.7714 -90.3331 Morgan_County Illinois
USC00111436 39.4761 -88.1653 Charleston Coles_County
USC00111447 40.7500 -88.2886 Chatsworth Livingston_County
USC00111455 41.0000 -87.9000 Iroquois_County Illinois
USC00111458 41.0092 -87.8242 Kankakee_County Illinois
USC00111475 40.7394 -88.7108 Chenoa McLean_County
USC00111491 37.9022 -89.8308 Chester Randolph_County
USC00111497 42.1397 -87.7853 Braeside Cook_County
USC00111522 41.6667 -87.6167 Chicago Cook_County
USC00111526 41.8833 -87.6167 Grant_Park Cityfront_Place
USC00111527 41.5000 -87.6333 Chicago_Heights Indian_Hill
USC00111532 41.9667 -87.6667 Sunnyside Chicago
USC00111537 42.0000 -87.6667 North_Edgewater Chicago
USC00111542 41.9667 -87.7500 Montrose Chicago
USC00111547 41.9667 -87.7000 Bowmanville Chicago
USC00111550 41.8558 -87.6094 Chicago Cook_County
USC00111552 41.7000 -87.6333 West_Roseland Chicago
USC00111557 41.8167 -87.6500 Packingtown Chicago
USC00111562 41.9000 -87.6333 Moody_Bible_Institute Chicago
USC00111564 41.7500 -87.5500 Chicago South_Chicago
USC00111567 41.9167 -87.7167 Logan_Square Chicago
USC00111577 41.7372 -87.7775 Burbank Cook_County
USC00111584 41.8833 -87.6333 Chicago Cook_County
USC00111627 40.9153 -89.5031 Chillicothe Coughlin
USC00111636 39.8039 -87.6661 Chrisman Edgar_County
USC00111648 41.8500 -87.7667 Clyde Cicero
USC00111655 40.0083 -88.7267 Cisco Piatt_County
USC00111664 38.5047 -88.4094 Wayne_County Illinois
USC00111691 38.8011 -87.9281 Richland_County Illinois
USC00111700 38.6058 -88.3117 Clay_County Illinois
USC00111743 40.1375 -88.9675 De_Witt_County Illinois
USC00111767 40.0167 -91.1667 Adams_County Illinois
USC00111775 37.5000 -89.2500 Union_County Illinois
USC00111825 38.6667 -89.9833 Collinsville Meadow_Heights
USC00111830 40.3372 -90.9078 McDonough_County Illinois
USC00111835 41.7061 -89.1003 Lee_County Illinois
USC00111836 40.6211 -89.2414 Woodford_County Illinois
USC00111838 40.6000 -89.2000 Woodford_County Illinois
USC00111841 41.6667 -90.3500 Princeton Scott_County
USC00111944 38.2167 -89.6500 Randolph_County Illinois
USC00111992 37.6167 -88.8333 Creal_Springs Williamson_County
USC00112011 41.4492 -87.6222 Crete Will_County
USC00112048 42.2611 -88.3953 McHenry_County Illinois
USC00112125 40.9369 -90.0881 Knox_County Illinois
USC00112140 40.1389 -87.6483 Beeler_Terrace Danville
USC00112143 40.1333 -87.6500 Danville Vermilion_Heights
USC00112145 40.1019 -87.5961 Vermilion_County Illinois
USC00112150 40.1333 -87.6500 Danville Vermilion_Heights
USC00112178 41.3867 -88.7906 Dayton LaSalle_County
USC00112193 39.8289 -88.9506 Longview_Place Macon_County
USC00112197 39.9078 -88.9564 Macon_County Illinois
USC00112223 41.9342 -88.7756 Northern_Illinois_University DeKalb
USC00112286 42.0500 -87.9167 Norma Des_Plaines
USC00112330 39.3667 -88.1333 Cumberland_County Illinois
USC00112332 39.3500 -88.1667 Cumberland_County Illinois
USC00112344 38.4628 -88.9433 Jefferson_County Illinois
USC00112348 41.8350 -89.5136 Dixon Lee_County
USC00112353 37.4389 -88.6678 Pope_County Illinois
USC00112397 40.7833 -90.0833 Knox_County Illinois
USC00112417 40.4333 -88.8667 McLean_County Illinois
USC00112447 38.2167 -89.2167 Du_Bois Washington_County
USC00112470 41.9058 -88.2556 Surrey_Woods West_Chicago
USC00112483 37.9878 -89.1931 Perry_County Illinois
USC00112497 41.1000 -88.4167 Dwight Livingston_County
USC00112500 41.1072 -88.4111 Dwight Livingston_County
USC00112502 41.0833 -88.4667 Livingston_County Illinois
USC00112510 41.5514 -88.9147 LaSalle_County Illinois
USC00112614 38.5667 -90.1833 Cahokia Saint_Clair_County
USC00112620 40.7081 -89.4808 East_Peoria Tazewell_County
USC00112642 40.9333 -89.6333 Peoria_County Illinois
USC00112651 37.5000 -88.5833 Eddyville Pope_County
USC00112679 38.8097 -90.0028 Edwardsville Madison_County
USC00112685 39.1064 -88.5311 Effingham Effingham_County
USC00112687 39.1181 -88.6244 Effingham_County Illinois
USC00112709 41.8742 -88.4728 Kane_County Illinois
USC00112719 37.8167 -88.4500 Beulah_Heights Eldorado
USC00112736 42.0628 -88.2861 Elgin Kane_County
USC00112745 42.3161 -90.2269 Elizabeth Jo_Daviess_County
USC00112750 37.4500 -88.3000 Elizabethtown Hardin_County
USC00112763 42.0033 -88.0069 Schnells_Corner Elk_Grove_Village
USC00112781 40.7364 -89.0947 Woodford_County Illinois
USC00112800 38.9500 -90.3500 Principia_College Elsah
USC00112830 41.5167 -88.1667 Joliet Will_County
USC00112854 40.7122 -89.2611 Eureka Woodford_County
USC00112888 42.0333 -87.6833 Evanston Cook_County
USC00112923 40.7511 -88.4983 Fairbury Livingston_County
USC00112929 38.3833 -88.2500 Wayne_County Illinois
USC00112931 38.3806 -88.3264 Wayne_County Illinois
USC00112958 40.6333 -90.1667 Fairview Fulton_County
USC00112993 40.2539 -88.7075 De_Witt_County Illinois
USC00113055 39.1167 -89.2667 Montgomery_County Illinois
USC00113058 39.5514 -88.8069 Shelby_County Illinois
USC00113061 40.3175 -88.3503 Fisher Champaign_County
USC00113106 38.6786 -88.4797 Flora Clay_County
USC00113109 38.7103 -88.5758 Clay_County Illinois
USC00113120 37.1442 -88.7114 Metropolis Massac_County
USC00113132 42.1319 -89.5742 Forreston Ogle_County
USC00113257 42.3000 -89.6167 Freeport Stephenson_County
USC00113262 42.2972 -89.6039 Freeport Stephenson_County
USC00113270 38.4333 -87.8833 Wabash_County Illinois
USC00113290 41.8978 -90.1544 Whiteside_County Illinois
USC00113304 37.8500 -88.6333 Saline_County Illinois
USC00113312 42.3994 -90.3861 Jo_Daviess_County Illinois
USC00113320 40.9464 -90.3856 Galesburg Knox_County
USC00113335 41.1739 -90.0350 Galva Henry_County
USC00113369 41.3500 -88.4333 Grundy_County Illinois
USC00113384 41.4511 -90.1486 Geneseo Henry_County
USC00113392 42.0744 -88.7075 DeKalb_County Illinois
USC00113395 40.7578 -89.4764 Woodford_County Illinois
USC00113413 40.4731 -88.3653 Ford_County Illinois
USC00113455 40.8822 -91.0233 Henderson_County Illinois
USC00113482 37.4333 -88.6667 Pope_County Illinois
USC00113490 41.8267 -88.0581 DuPage_County Illinois
USC00113522 37.3789 -88.4894 Pope_County Illinois
USC00113530 40.1064 -91.0222 Golden Adams_County
USC00113572 38.9681 -90.4289 Grafton Jersey_County
USC00113580 37.2036 -89.0422 Pulaski_County Illinois
USC00113595 37.6592 -89.5103 Jackson_County Illinois
USC00113612 38.2758 -87.9989 Grayville Edwards_County
USC00113666 39.3425 -90.2058 Greenfield Greene_County
USC00113683 39.2283 -88.1261 Cumberland_County Illinois
USC00113693 38.8664 -89.4050 Greenville Bond_County
USC00113709 40.7500 -88.8833 Gridley McLean_County
USC00113717 39.7378 -90.7086 Pike_County Illinois
USC00113722 40.6033 -89.5906 Tazewell_County Illinois
USC00113736 42.3667 -87.9000 Chittenden Gurnee
USC00113738 42.3656 -87.9533 Chittenden Gurnee
USC00113764 37.8000 -88.8500 Williamson_County Illinois
USC00113774 39.8014 -88.5928 Hammond Piatt_County
USC00113782 42.0581 -88.4586 Kane_County Illinois
USC00113850 39.1500 -90.6167 Hardin Calhoun_County
USC00113879 37.7408 -88.5244 Harrisburg Saline_County
USC00113884 37.7500 -88.5333 Harrisburg Saline_County
USC00113902 42.4147 -88.6308 McHenry_County Illinois
USC00113930 40.3000 -90.0500 Havana Mason_County
USC00113940 40.3031 -90.0647 Havana Mason_County
USC00114012 41.2542 -89.3378 Hennepin Putnam_County
USC00114013 41.2647 -89.3381 Hennepin Putnam_County
USC00114017 41.1069 -89.3561 Henry Marshall_County
USC00114053 37.5833 -88.5000 Pope_County Illinois
USC00114061 37.8000 -89.0167 Herrin Williamson_County
USC00114078 39.1397 -88.1906 Jasper_County Illinois
USC00114089 38.7583 -89.6556 Madison_County Illinois
USC00114092 42.2500 -87.8000 Lake_County Illinois
USC00114108 39.1611 -89.4919 Fairmont_Place Hillsboro
USC00114137 40.0597 -87.9756 Champaign_County Illinois
USC00114198 40.4664 -87.6850 Hoopeston Vermilion_County
USC00114269 40.6667 -88.9333 McLean_County Illinois
USC00114292 40.2833 -91.4833 Hancock_County Illinois
USC00114312 39.1167 -87.6667 Crawford_County Illinois
USC00114317 39.1139 -87.6564 Hutsonville Crawford_County
USC00114355 41.4256 -91.0094 Muscatine_County Iowa
USC00114356 37.9739 -88.2414 White_County Illinois
USC00114363 38.1500 -88.9000 Ina Jefferson_County
USC00114400 38.4931 -88.9703 Marion_County Illinois
USC00114442 39.7347 -90.1978 Morgan_County Illinois
USC00114447 39.7133 -90.2286 South_Jacksonville Morgan_County
USC00114465 39.3667 -88.2500 Cumberland_County Illinois
USC00114489 39.1025 -90.3431 Jersey_County Illinois
USC00114530 41.5033 -88.1028 Idylside Will_County
USC00114593 41.0833 -87.9167 Kankakee_County Illinois
USC00114598 41.1333 -87.9333 Kankakee_County Illinois
USC00114603 41.1381 -87.8856 Kankakee Kankakee_County
USC00114629 37.9842 -89.9492 Randolph_County Illinois
USC00114655 41.0994 -90.9394 Keithsburg Mercer_County
USC00114710 41.2428 -89.8997 Kewanee Henry_County
USC00114715 41.2500 -89.9167 Kewanee Henry_County
USC00114729 40.7833 -89.7167 Peoria_County Illinois
USC00114739 39.5894 -89.4556 Tovey Christian_County
USC00114750 39.7833 -91.1833 Plainville Adams_County
USC00114756 38.7706 -88.8556 Kinmundy Marion_County
USC00114765 40.8667 -90.8000 Henderson_County Illinois
USC00114766 40.8833 -90.7500 Warren_County Illinois
USC00114770 42.1333 -89.1167 Ogle_County Illinois
USC00114780 40.9025 -90.2897 Knoxville Knox_County
USC00114805 41.0186 -89.4153 Lacon Marshall_County
USC00114814 41.8000 -87.8667 La_Grange Cook_County
USC00114816 41.7953 -87.8708 La_Grange Cook_County
USC00114823 40.5839 -90.9686 La_Harpe Hancock_County
USC00114833 39.7578 -89.6044 Springfield Southlawn
USC00114837 42.4308 -88.0594 Lake_County Illinois
USC00114879 42.0919 -89.8422 Carroll_County Illinois
USC00114890 41.5422 -87.5417 Lansing Cook_County
USC00114922 41.3333 -89.1333 Peru LaSalle_County
USC00114923 41.3144 -89.0908 LaSalle_County Illinois
USC00114951 40.9667 -89.6333 Peoria_County Illinois
USC00114957 38.7239 -87.7197 Lawrence_County Illinois
USC00114959 38.7167 -87.7333 Lawrence_County Illinois
USC00114991 38.6003 -89.8178 Lebanon Saint_Clair_County
USC00115036 40.3500 -88.7667 Le_Roy McLean_County
USC00115038 40.3969 -90.1539 Lewistown Fulton_County
USC00115041 40.6408 -88.7808 Lexington McLean_County
USC00115043 40.6414 -88.7833 Lexington McLean_County
USC00115054 39.8333 -91.2333 Adams_County Illinois
USC00115059 42.3097 -87.9908 Bushs_Corners Lake_County
USC00115074 40.1000 -91.5000 Adams_County Illinois
USC00115079 40.1519 -89.3386 Logan_County Illinois
USC00115084 40.1500 -89.3500 Lincoln Logan_County
USC00115092 42.0578 -89.0297 Ogle_County Illinois
USC00115097 41.8128 -88.0728 Morton_Arboretum DuPage_County
USC00115110 41.7092 -87.8761 Pulaski_Woods Cook_County
USC00115111 39.6833 -89.8500 Sangamon_County Illinois
USC00115113 39.6314 -89.8744 Sangamon_County Illinois
USC00115131 41.5667 -88.0833 Crest_Hill Lidice
USC00115136 41.5667 -88.0833 Crest_Hill Lidice
USC00115158 41.8833 -88.0333 Lombard DuPage_County
USC00115163 40.7072 -90.2800 London_Mills Fulton_County
USC00115209 38.7725 -88.5011 Louisville Clay_County
USC00115216 38.7667 -88.5000 Clay_County Illinois
USC00115219 39.7122 -88.6300 Lovington Moultrie_County
USC00115227 41.2500 -89.0167 LaSalle_County Illinois
USC00115272 40.5514 -89.3339 Heritage_Lake Tazewell_County
USC00115280 40.4786 -90.6697 Macomb McDonough_County
USC00115292 40.1858 -88.3981 Mahomet Champaign_County
USC00115294 37.6333 -89.2333 Jackson_County Illinois
USC00115313 41.3639 -87.9989 Will_County Illinois
USC00115314 41.4589 -87.9106 Will_County Illinois
USC00115321 40.1500 -91.3000 Adams_County Illinois
USC00115326 42.2636 -88.6078 Marengo McHenry_County
USC00115334 40.5011 -90.3914 Marietta Fulton_County
USC00115342 37.7747 -88.8981 Williamson_County Illinois
USC00115364 40.0364 -88.9542 Maroa Macon_County
USC00115372 41.3286 -88.7533 LaSalle_County Illinois
USC00115380 39.3908 -87.6967 Fox_Run Marshall
USC00115384 39.3367 -87.8797 Martinsville Clark_County
USC00115385 39.1908 -87.8950 Clark_County Illinois
USC00115405 38.4833 -89.8000 Saint_Clair_County Illinois
USC00115413 40.1642 -89.6511 Mason_County Illinois
USC00115430 39.4725 -88.3544 Mattoon Coles_County
USC00115493 42.3092 -88.2533 Creekside_Park McHenry_Shores
USC00115498 42.3167 -88.2500 McHenry_Shores McHenry_County
USC00115515 38.0844 -88.5425 McLeansboro Hamilton_County
USC00115539 39.1564 -90.1392 Macoupin_County Illinois
USC00115562 41.5294 -89.1267 LaSalle_County Illinois
USC00115606 37.1333 -88.7167 McCracken_County Kentucky
USC00115643 37.2253 -88.6256 Massac_County Illinois
USC00115646 40.6828 -87.7575 Iroquois_County Illinois
USC00115651 41.6000 -88.5500 Kendall_County Illinois
USC00115712 40.9125 -89.0339 Minonk Woodford_County
USC00115748 41.4703 -90.5114 Fruitland Rock_Island_County
USC00115758 41.1811 -87.5725 Kankakee_County Illinois
USC00115763 41.3933 -87.7650 Will_County Illinois
USC00115768 40.9442 -90.6381 Warren_County Illinois
USC00115772 40.9361 -90.7197 Warren_County Illinois
USC00115791 40.0333 -88.5667 Monticello Piatt_County
USC00115792 40.0383 -88.5853 Piatt_County Illinois
USC00115820 41.3542 -88.4286 Morris Grundy_County
USC00115825 41.3708 -88.4336 Morris Grundy_County
USC00115833 41.8039 -89.9744 Morrison Whiteside_County
USC00115841 39.4158 -89.4614 Morrisonville Christian_County
USC00115846 39.3833 -89.4000 Christian_County Illinois
USC00115856 41.2333 -89.6667 Stark_County Illinois
USC00115876 40.6006 -89.4653 Morton Tazewell_County
USC00115880 37.0897 -89.1631 Mound_City Pulaski_County
USC00115888 38.4106 -87.7578 Mount_Carmel Wabash_County
USC00115893 38.4500 -87.7833 Wabash_County Illinois
