US10RMHS145 40.5268 -105.1113 Fort_Collins Fort_Collins
US10otoe014 40.6682 -96.1067 Otoe_County Otoe_County
US10otoe015 40.7376 -96.2950 Otoe_County Otoe_County
US10otoe016 40.7058 -96.3965 Palmyra Palmyra
US10otoe017 40.6548 -95.9348 Otoe_County Otoe_County
US10otoe019 40.6626 -96.1782 Syracuse Syracuse
US10otoe026 40.6805 -95.9663 Otoe_County Otoe_County
US10otoe027 40.5368 -96.3143 Otoe_County Otoe_County
US10otoe028 40.6635 -95.8646 Nebraska_City Nebraska_City
US10pawn002 40.1942 -96.3553 Pawnee_County Pawnee_County
US10pawn003 40.2327 -96.3912 Pawnee_County Pawnee_County
US10pawn004 40.2182 -96.1401 Pawnee_County Pawnee_County
US10pawn006 40.1090 -96.0861 Pawnee_County Pawnee_County
US10pawn007 40.0587 -96.0903 Pawnee_County Pawnee_County
US10pawn008 40.2199 -96.3063 Pawnee_County Pawnee_County
US10pawn009 40.0136 -96.2747 Pawnee_County Pawnee_County
US10pawn010 40.0591 -96.1613 Pawnee_County Pawnee_County
US10pawn013 40.2065 -96.2944 Pawnee_County Pawnee_County
US10perk001 40.9528 -102.0538 Sedgwick_County Sedgwick_County
US10perk002 40.8486 -101.7216 Grant Grant
US10perk003 40.8267 -101.9196 Perkins_County Perkins_County
US10perk004 40.8881 -101.7293 Perkins_County Perkins_County
US10perk005 40.7619 -102.0439 Venango Venango
US10perk006 40.8476 -101.5412 Madrid Madrid
US10perk008 40.9595 -101.6733 Perkins_County Perkins_County
US10perk009 40.8064 -101.7277 Perkins_County Perkins_County
US10perk010 40.9324 -101.6089 Perkins_County Perkins_County
US10perk011 40.7634 -101.6076 Perkins_County Perkins_County
US10perk012 40.7121 -101.3412 Perkins_County Perkins_County
US10perk013 40.8483 -101.3881 Elsie Elsie
US10perk014 40.8726 -101.6597 Perkins_County Perkins_County
US10perk015 40.8902 -101.3414 Perkins_County Perkins_County
US10perk016 40.7866 -101.6656 Perkins_County Perkins_County
US10perk017 40.8000 -101.3229 Perkins_County Perkins_County
US10perk018 40.7960 -101.8564 Perkins_County Perkins_County
US10perk020 40.7067 -101.4981 Perkins_County Perkins_County
US10perk021 40.7981 -101.4038 Perkins_County Perkins_County
US10perk022 40.7497 -101.9165 Perkins_County Perkins_County
US10perk023 40.7571 -101.6272 Perkins_County Perkins_County
US10perk024 40.9773 -101.4284 Perkins_County Perkins_County
US10perk027 40.9297 -101.7477 Perkins_County Perkins_County
US10perk032 40.8342 -101.6950 Perkins_County Perkins_County
US10perk036 40.6981 -102.0273 Perkins_County Perkins_County
US10perk037 40.8492 -101.7244 Grant Grant
US10phel001 40.3797 -99.1797 Phelps_County Phelps_County
US10phel002 40.4960 -99.2373 Phelps_County Phelps_County
US10phel003 40.6426 -99.2750 Phelps_County Phelps_County
US10phel005 40.5542 -99.2919 Phelps_County Phelps_County
US10phel007 40.4411 -99.3803 Holdrege Holdrege
US10phel008 40.4489 -99.3672 Holdrege Holdrege
US10phel009 40.6422 -99.4358 Phelps_County Phelps_County
US10phel010 40.5642 -99.2170 Phelps_County Phelps_County
US10phel011 40.4517 -99.5719 Phelps_County Phelps_County
US10phel013 40.5503 -99.3229 Phelps_County Phelps_County
US10phel014 40.4763 -99.5096 Loomis Loomis
US10phel015 40.5171 -99.2173 Phelps_County Phelps_County
US10pier002 42.3216 -97.7077 Pierce_County Pierce_County
US10pier003 42.1000 -97.4400 Pierce_County Pierce_County
US10pier004 42.1037 -97.5746 Pierce_County Pierce_County
US10pier005 42.3550 -97.7962 Plainview Plainview
US10pier006 42.2646 -97.7561 Pierce_County Pierce_County
US10pier007 42.2342 -97.5104 Pierce_County Pierce_County
US10pier008 42.2214 -97.6994 Pierce_County Pierce_County
US10pier009 42.1977 -97.5260 Pierce Pierce
US10pier010 42.2982 -97.7963 Pierce_County Pierce_County
US10pier011 42.3370 -97.4510 Pierce_County Pierce_County
US10pier013 42.1733 -97.6400 Pierce_County Pierce_County
US10plat001 41.3878 -97.4313 Platte_County Platte_County
US10plat003 41.4470 -97.3021 Columbus Columbus
US10plat004 41.4428 -97.3784 Columbus Columbus
US10plat008 41.5407 -97.6344 Platte_County Platte_County
US10plat012 41.4502 -97.3727 Columbus Columbus
US10plat013 41.4463 -97.3822 Columbus Columbus
US10plat014 41.6411 -97.4321 Platte_County Platte_County
US10plat018 41.5013 -97.3699 Platte_County Platte_County
US10plat020 41.4521 -97.3759 Columbus Columbus
US10plat022 41.4746 -97.3803 Platte_County Platte_County
US10plat023 41.6142 -97.5231 Platte_County Platte_County
US10polk001 41.1130 -97.5828 Stromsburg Stromsburg
US10polk002 41.1168 -97.7164 Polk_County Polk_County
US10polk003 41.1742 -97.5505 Osceola Osceola
US10polk005 41.1702 -97.5514 Polk_County Polk_County
US10polk006 41.0972 -97.5780 Polk_County Polk_County
US10polk011 41.1923 -97.6275 Polk_County Polk_County
US10polk012 41.2359 -97.5051 Polk_County Polk_County
US10polk013 41.2372 -97.5614 Polk_County Polk_County
US10polk014 41.2071 -97.4514 Polk_County Polk_County
US10polk015 41.1138 -97.6005 Stromsburg Stromsburg
US10polk016 41.3547 -97.4250 Polk_County Polk_County
US10polk019 41.1065 -97.4840 Polk_County Polk_County
US10polk020 41.1959 -97.6828 Polk_County Polk_County
US10polk021 41.2007 -97.6221 Polk_County Polk_County
US10red_001 40.1397 -100.6885 Red_Willow_County Red_Willow_County
US10red_002 40.2080 -100.6330 McCook McCook
US10red_003 40.1972 -100.6139 McCook McCook
US10red_004 40.1815 -100.7325 Red_Willow_County Red_Willow_County
US10red_005 40.2562 -100.4494 Red_Willow_County Red_Willow_County
US10red_006 40.1094 -100.2776 Red_Willow_County Red_Willow_County
US10red_007 40.2157 -100.4063 Red_Willow_County Red_Willow_County
US10red_008 40.0663 -100.2215 Red_Willow_County Red_Willow_County
US10red_009 40.1644 -100.2841 Red_Willow_County Red_Willow_County
US10red_011 40.0230 -100.5626 Red_Willow_County Red_Willow_County
US10red_012 40.2422 -100.4825 Red_Willow_County Red_Willow_County
US10red_013 40.0378 -100.4151 Red_Willow_County Red_Willow_County
US10red_014 40.2380 -100.7522 Red_Willow_County Red_Willow_County
US10red_015 40.3302 -100.2865 Red_Willow_County Red_Willow_County
US10red_017 40.1886 -100.6028 Red_Willow_County Red_Willow_County
US10red_018 40.2084 -100.6373 McCook McCook
US10red_019 40.2650 -100.6531 Red_Willow_County Red_Willow_County
US10red_020 40.2973 -100.2131 Red_Willow_County Red_Willow_County
US10red_021 40.1905 -100.7180 Red_Willow_County Red_Willow_County
US10red_022 40.2080 -100.6330 McCook McCook
US10red_023 40.2008 -100.4917 Red_Willow_County Red_Willow_County
US10red_024 40.2002 -100.6235 McCook McCook
US10rich001 40.1399 -95.9726 Richardson_County Richardson_County
US10rich002 40.1600 -95.5590 Richardson_County Richardson_County
US10rich003 40.0997 -95.8073 Richardson_County Richardson_County
US10rich005 40.2292 -95.9630 Richardson_County Richardson_County
US10rich006 40.2224 -95.5778 Barada Barada
US10rich007 40.1164 -95.5256 Richardson_County Richardson_County
US10rich008 40.0769 -95.9322 Richardson_County Richardson_County
US10rich010 40.0582 -95.5736 Richardson_County Richardson_County
US10rich012 40.1022 -95.7174 Richardson_County Richardson_County
US10rich013 40.0052 -95.8484 Richardson_County Richardson_County
US10rock001 42.5500 -99.5974 Rock_County Rock_County
US10rock002 42.4119 -99.3895 Rock_County Rock_County
US10rock003 42.5786 -99.5366 Bassett Bassett
US10rock004 42.4481 -99.3494 Rock_County Rock_County
US10rock005 42.7224 -99.4797 Rock_County Rock_County
US10sali001 40.4427 -97.0844 Saline_County Saline_County
US10sali002 40.6908 -97.0265 Saline_County Saline_County
US10sali003 40.3779 -97.1876 Saline_County Saline_County
US10sali004 40.3961 -96.9279 DeWitt DeWitt
US10sali005 40.4211 -97.3017 Saline_County Saline_County
US10sali006 40.4655 -97.2172 Saline_County Saline_County
US10sali007 40.5891 -97.2546 Saline_County Saline_County
US10sali008 40.5873 -97.0818 Saline_County Saline_County
US10sali010 40.6547 -97.2639 Saline_County Saline_County
US10sali011 40.3504 -97.3542 Saline_County Saline_County
US10sali012 40.4798 -97.2918 Saline_County Saline_County
US10sali015 40.6547 -96.9317 Saline_County Saline_County
US10sali016 40.6261 -97.1392 Saline_County Saline_County
US10sali019 40.3710 -97.0795 Saline_County Saline_County
US10sali021 40.4832 -96.9655 Wilber Wilber
US10sali023 40.6562 -97.2849 Friend Friend
US10sali024 40.4803 -97.0389 Saline_County Saline_County
US10sali025 40.5674 -97.1693 Saline_County Saline_County
US10sali028 40.5447 -97.3116 Saline_County Saline_County
US10sali029 40.5827 -97.3329 Saline_County Saline_County
US10sali031 40.3624 -97.0867 Saline_County Saline_County
US10sarp002 41.0906 -95.9228 Sarpy_County Sarpy_County
US10sarp004 41.1295 -95.9617 Bellevue Bellevue
US10sarp005 41.1517 -96.0041 Sarpy_County Sarpy_County
US10sarp006 41.1056 -95.9386 Fort_Crook Fort_Crook
US10sarp007 41.1735 -95.9838 Bellevue Bellevue
US10sarp009 41.1648 -95.9309 Bellevue Bellevue
US10sarp011 41.1344 -96.0037 Sarpy_County Sarpy_County
US10sarp012 41.1493 -95.9217 Bellevue Bellevue
US10sarp014 41.1273 -95.9105 Fort_Crook Fort_Crook
US10sarp015 41.1078 -95.9524 Fort_Crook Fort_Crook
US10sarp016 41.1135 -95.9648 Bellevue Bellevue
US10sarp017 41.1510 -95.9433 Bellevue Bellevue
US10sarp018 41.1584 -95.9174 Bellevue Bellevue
US10sarp020 41.1640 -96.1959 Sarpy_County Sarpy_County
US10sarp022 41.1469 -96.0668 Papillion Papillion
US10sarp024 41.1684 -96.0260 Papillion Papillion
US10sarp028 41.1319 -96.0593 Sarpy_County Sarpy_County
US10sarp029 41.0846 -96.1262 Springfield Springfield
US10sarp031 41.1431 -96.0597 Papillion Papillion
US10sarp032 41.1687 -95.9212 Bellevue Bellevue
US10sarp035 41.1273 -96.2481 Sarpy_County Sarpy_County
US10sarp036 41.1486 -95.9229 Bellevue Bellevue
US10sarp038 41.1660 -96.1705 Sarpy_County Sarpy_County
US10sarp039 41.1674 -95.9500 Bellevue Bellevue
US10sarp048 41.1869 -96.1851 Sarpy_County Sarpy_County
US10saun001 41.0765 -96.7382 Saunders_County Saunders_County
US10saun002 41.0540 -96.6451 Ceresco Ceresco
US10saun005 41.2882 -96.6431 Saunders_County Saunders_County
US10saun008 41.2228 -96.6279 Wahoo Wahoo
US10saun009 41.0604 -96.5828 Saunders_County Saunders_County
US10saun014 41.1912 -96.6166 Wahoo Wahoo
US10scot001 41.8262 -103.9472 Scotts_Bluff_County Scotts_Bluff_County
US10scot003 41.8440 -103.4400 Scotts_Bluff_County Scotts_Bluff_County
US10scot004 41.7026 -103.7175 Scotts_Bluff_County Scotts_Bluff_County
US10scot005 41.9894 -103.9365 Scotts_Bluff_County Scotts_Bluff_County
US10scot006 41.8863 -103.9672 Scotts_Bluff_County Scotts_Bluff_County
US10scot007 41.9618 -103.5192 Scotts_Bluff_County Scotts_Bluff_County
US10scot008 41.8458 -103.4672 Scotts_Bluff_County Scotts_Bluff_County
US10scot011 41.9182 -104.0372 Lyman Lyman
US10scot012 41.7199 -103.6684 Scotts_Bluff_County Scotts_Bluff_County
US10scot013 41.8841 -103.7149 Scotts_Bluff_County Scotts_Bluff_County
US10scot014 41.8240 -103.6533 Gering Gering
US10scot016 41.8881 -103.6272 Scotts_Bluff_County Scotts_Bluff_County
US10scot017 41.9846 -103.8120 Scotts_Bluff_County Scotts_Bluff_County
US10scot018 41.8279 -103.9270 Scotts_Bluff_County Scotts_Bluff_County
US10scot019 41.7686 -103.6536 Scotts_Bluff_County Scotts_Bluff_County
US10scot020 41.9350 -103.5792 Scotts_Bluff_County Scotts_Bluff_County
US10scot022 41.9571 -103.8471 Scotts_Bluff_County Scotts_Bluff_County
US10scot023 41.8667 -103.5969 Scotts_Bluff_County Scotts_Bluff_County
US10scot026 41.9570 -103.7559 Scotts_Bluff_County Scotts_Bluff_County
US10scot027 41.9289 -103.6484 Scotts_Bluff_County Scotts_Bluff_County
US10scot028 41.7121 -103.9426 Scotts_Bluff_County Scotts_Bluff_County
US10scot034 41.8671 -103.6652 Scottsbluff Scottsbluff
US10scot041 41.8667 -103.5969 Scotts_Bluff_County Scotts_Bluff_County
US10sewa002 40.9309 -97.3450 Township_E Township_E
US10sewa004 41.0190 -97.2844 Township_D Township_D
US10sewa005 40.8157 -96.9506 Township_I Township_I
US10sewa006 40.9596 -97.0415 Township_B Township_B
US10sewa007 40.8726 -97.1127 Township_G Township_G
US10sewa009 40.7781 -97.0581 Milford Milford
US10sewa010 41.0006 -97.3461 Township_D Township_D
US10sewa011 40.7731 -97.0507 Milford Milford
US10sewa013 41.0044 -97.0566 Bee Bee
US10sewa014 40.8730 -97.3044 Township_E Township_E
US10sewa015 40.9459 -97.3433 Township_E Township_E
US10sewa016 40.8292 -96.9898 Township_I Township_I
US10sewa017 40.7722 -97.0583 Milford Milford
US10sewa020 40.8872 -96.9894 Township_H Township_H
US10sewa021 40.9207 -97.0893 Seward Seward
US10sewa022 41.0260 -97.1569 Township_C Township_C
US10sewa023 40.8911 -97.3456 Utica Utica
US10shem001 41.2220 -99.1575 Harrison_Township Harrison_Township
US10shem002 41.0490 -99.1624 Harrison_Township Harrison_Township
US10shem003 41.1426 -98.8593 Rockville_Township Rockville_Township
US10shem004 41.3331 -99.0540 Sherman_County Sherman_County
US10shem008 41.2787 -98.9704 Loup_City Loup_City
US10shem009 41.2754 -99.0104 Sherman_County Sherman_County
US10shem010 41.2947 -99.0511 Sherman_County Sherman_County
US10shem011 41.2538 -98.7986 Ashton Ashton
US10shem012 41.1940 -99.1407 Harrison_Township Harrison_Township
US10shem014 41.3750 -98.9362 Sherman_County Sherman_County
US10shem016 41.1634 -99.1736 Harrison_Township Harrison_Township
US10sher001 42.8153 -102.1032 Sheridan_County Sheridan_County
US10sher002 42.6869 -102.7552 Village_of_Hay_Springs Village_of_Hay_Springs
US10sher003 42.5350 -102.4789 Sheridan_County Sheridan_County
US10sher004 42.7134 -102.4657 Rushville Rushville
US10sher005 42.6149 -102.4964 Sheridan_County Sheridan_County
US10sher006 42.6474 -102.1995 Sheridan_County Sheridan_County
US10sher007 42.6001 -102.5571 Village_of_Hay_Springs Village_of_Hay_Springs
US10sher010 42.3789 -102.3589 Sheridan_County Sheridan_County
US10sher011 42.9809 -102.3209 Sheridan_County Sheridan_County
US10sher012 42.3371 -102.5072 Sheridan_County Sheridan_County
US10sher013 42.4377 -102.5322 Sheridan_County Sheridan_County
US10sher014 42.7966 -102.6972 Village_of_Hay_Springs Village_of_Hay_Springs
US10sher015 42.4489 -102.6948 Sheridan_County Sheridan_County
US10sher017 42.9929 -102.4713 Sheridan_County Sheridan_County
US10sher018 42.4565 -102.6458 Sheridan_County Sheridan_County
US10sher019 42.6743 -102.3829 Sheridan_County Sheridan_County
US10sher021 42.5046 -102.5666 Sheridan_County Sheridan_County
US10sher022 42.2297 -102.5470 Sheridan_County Sheridan_County
US10sher023 42.8740 -102.5471 Sheridan_County Sheridan_County
US10sher026 42.7892 -102.2954 Sheridan_County Sheridan_County
US10sher027 42.5960 -102.7131 Village_of_Hay_Springs Village_of_Hay_Springs
US10sher028 42.7598 -102.3491 Clinton Clinton
US10sher029 42.4978 -102.7413 Sheridan_County Sheridan_County
US10sher030 42.5082 -102.7341 Sheridan_County Sheridan_County
US10sher031 42.7314 -102.0857 Sheridan_County Sheridan_County
US10sher032 42.7120 -102.4637 Rushville Rushville
US10sher033 42.3561 -102.3013 Sheridan_County Sheridan_County
US10sher036 42.9591 -102.3346 Sheridan_County Sheridan_County
US10siou001 42.0008 -103.8480 Sioux_County Sioux_County
US10siou002 42.5945 -103.8679 Sioux_County Sioux_County
US10siou004 42.9256 -103.7785 Sioux_County Sioux_County
US10siou005 42.3579 -103.7547 Sioux_County Sioux_County
US10siou006 42.5564 -103.5559 Sioux_County Sioux_County
US10stan002 41.8329 -97.3505 Union_Creek_Township Union_Creek_Township
US10stan003 41.9435 -97.2253 Stanton Stanton
US10stan006 42.0102 -97.0536 Pilger Pilger
US10stan007 41.7436 -97.3677 Dimick_Township Dimick_Township
US10stan008 41.9903 -97.2415 Stanton_County Stanton_County
US10stan009 42.0404 -97.1974 Dewey_Township Dewey_Township
US10stan010 41.8815 -97.1996 Butterfly_Township Butterfly_Township
US10stan011 41.9157 -97.3219 Union_Creek_Township Union_Creek_Township
US10stan012 41.9034 -97.0334 Haymow_Township Haymow_Township
US10stan013 41.9513 -97.2643 Elkhorn_Township Elkhorn_Township
US10stan014 41.9599 -97.3644 Elkhorn_Township Elkhorn_Township
US10thay001 40.3128 -97.8135 Davenport Davenport
US10thay002 40.0717 -97.5924 Chester_Township Chester_Township
US10thay003 40.3056 -97.6370 Bruning_Township Bruning_Township
US10thay004 40.1578 -97.5950 Thayer_County Thayer_County
US10thay005 40.3144 -97.5925 Bruning_Township Bruning_Township
US10thay006 40.0776 -97.7571 Chester_Township Chester_Township
US10thay007 40.2377 -97.7531 Davenport_Township Davenport_Township
US10thay008 40.3135 -97.8026 Davenport Davenport
US10thay009 40.2462 -97.3917 Alexandria Alexandria
US10thay010 40.3503 -97.3685 Eureka_Township Eureka_Township
US10thay011 40.0469 -97.5767 Chester_Township Chester_Township
US10thay012 40.1493 -97.4241 Alexandria_Township Alexandria_Township
US10thay013 40.0167 -97.3871 Chester_Township Chester_Township
US10thay014 40.1034 -97.4907 Thayer_County Thayer_County
US10thay015 40.1325 -97.7842 Deshler_Township Deshler_Township
US10thay017 40.1763 -97.5646 Hebron_Township Hebron_Township
US10thay018 40.1710 -97.5764 Hebron Hebron
US10thay019 40.2629 -97.4639 Alexandria_Township Alexandria_Township
US10thay020 40.0027 -97.7648 Chester_Township Chester_Township
US10thay021 40.1441 -97.2312 Fairbury_Township Fairbury_Township
US10thom002 41.9785 -100.5703 Thedford Thedford
US10thom003 41.9841 -100.5975 Thomas_County Thomas_County
US10thom004 41.9007 -100.7699 Thomas_County Thomas_County
US10thom005 41.9887 -100.7070 Thomas_County Thomas_County
US10thom006 41.9023 -100.3028 Thomas_County Thomas_County
US10thom007 41.7833 -100.8221 Thomas_County Thomas_County
US10thom008 42.1314 -100.4572 Cherry_County Cherry_County
US10thom009 41.9775 -100.5794 Thomas_County Thomas_County
US10thom010 41.9760 -100.4567 Thomas_County Thomas_County
US10thom012 42.0428 -100.8355 Seneca Seneca
US10thur002 42.2032 -96.8233 Logan_Township Logan_Township
US10vall001 41.6190 -98.9433 Ord_Township Ord_Township
US10vall002 41.5105 -98.8830 Enterprise_Township Enterprise_Township
US10vall003 41.6335 -99.0738 Michigan_Township Michigan_Township
US10vall004 41.7187 -99.0065 Elyria_Township Elyria_Township
US10vall005 41.6614 -99.1449 Eureka_Township Eureka_Township
US10vall006 41.6219 -99.1247 Geranium_Township Geranium_Township
US10vall007 41.4236 -99.0420 Yale_Township Yale_Township
US10vall008 41.4757 -98.8823 Davis_Creek_Township Davis_Creek_Township
US10vall009 41.4239 -99.1593 Arcadia_Township Arcadia_Township
US10vall010 41.5616 -99.1836 Liberty_Township Liberty_Township
US10vall011 41.5914 -98.7698 Springdale_Township Springdale_Township
US10vall012 41.5679 -99.0024 Vinton_Township Vinton_Township
US10vall013 41.6059 -99.1773 Geranium_Township Geranium_Township
US10vall014 41.5527 -99.0612 Vinton_Township Vinton_Township
US10vall015 41.5983 -98.9241 Ord Ord
US10vall017 41.7100 -98.7756 Noble_Township Noble_Township
US10vall018 41.6693 -99.1267 Eureka_Township Eureka_Township
US10wash001 41.4139 -96.0350 Township_1 Township_1
US10wash003 41.4692 -96.1369 Township_2 Township_2
US10wash004 41.5182 -96.1473 Blair Blair
US10wash005 41.6764 -96.3155 Township_5 Township_5
US10wash006 41.4595 -96.0784 Township_1 Township_1
US10wash010 41.6552 -96.3889 Township_5 Township_5
US10wash011 41.5584 -96.2206 Township_6 Township_6
US10wash012 41.4776 -96.2016 Kennard Kennard
US10wash014 41.5437 -96.1465 Blair Blair
US10wayn001 42.2210 -96.9598 Hunter_Township Hunter_Township
US10wayn002 42.2361 -97.0074 Wayne Wayne
US10wayn003 42.2444 -97.0067 Wayne Wayne
US10wayn004 42.1937 -97.2936 Garfield_Township Garfield_Township
US10wayn005 42.2179 -97.2881 Garfield_Township Garfield_Township
US10wayn006 42.1108 -97.3056 Hoskins Hoskins
US10wayn007 42.2136 -97.2326 Chapin_Township Chapin_Township
US10wayn008 42.2296 -97.0294 Wayne Wayne
US10wayn010 42.2182 -97.2884 Garfield_Township Garfield_Township
US10webs001 40.3357 -98.4907 Webster_County Webster_County
US10webs002 40.3067 -98.5694 Webster_County Webster_County
US10webs003 40.2637 -98.3310 Webster_County Webster_County
US10webs004 40.2972 -98.7267 Campbell Campbell
US10webs005 40.0625 -98.3500 Webster_County Webster_County
US10webs007 40.0260 -98.6892 Webster_County Webster_County
US10webs008 40.1045 -98.5204 Webster_County Webster_County
US10webs009 40.2786 -98.6577 Webster_County Webster_County
US10webs010 40.2422 -98.2928 Webster_County Webster_County
US10webs011 40.2083 -98.3293 Webster_County Webster_County
US10webs013 40.0891 -98.4366 Webster_County Webster_County
US10webs014 40.2109 -98.6741 Webster_County Webster_County
US10webs015 40.3144 -98.2739 Webster_County Webster_County
US10webs018 40.3362 -98.3725 Webster_County Webster_County
US10webs019 40.2799 -98.5158 Webster_County Webster_County
US10webs020 40.0717 -98.3293 Guide_Rock Guide_Rock
US10whee001 41.9939 -98.6327 Village_of_Bartlett Village_of_Bartlett
US10whee002 41.9864 -98.5104 Village_of_Bartlett Village_of_Bartlett
US10whee003 41.9032 -98.3348 Village_of_Bartlett Village_of_Bartlett
US10whee004 41.7439 -98.4331 Village_of_Bartlett Village_of_Bartlett
US10whee006 41.7779 -98.3759 Village_of_Bartlett Village_of_Bartlett
US10whee007 42.0522 -98.5398 Village_of_Bartlett Village_of_Bartlett
US10whee009 41.8811 -98.5488 Village_of_Bartlett Village_of_Bartlett
US10whee010 41.9058 -98.6898 Village_of_Bartlett Village_of_Bartlett
US10york002 40.8683 -97.5740 York York
US10york003 40.8622 -97.5935 York York
US10york008 41.0186 -97.6720 Morton_Township Morton_Township
US10york009 40.7450 -97.6008 McCool_Junction McCool_Junction
US10york010 40.8573 -97.6025 Baker_Township Baker_Township
US10york011 40.9149 -97.5677 New_York_Township New_York_Township
US10york012 40.8890 -97.6761 Lockridge_Township Lockridge_Township
US10york014 40.7391 -97.4068 West_Blue_Township West_Blue_Township
US10york015 40.8765 -97.5904 York York
US10york017 41.0435 -97.4270 Stewart_Township Stewart_Township
US10york018 40.8431 -97.5786 Leroy_Township Leroy_Township
US10york019 40.8868 -97.3948 Waco_Township Waco_Township
US10york020 40.9758 -97.7336 Arborville Arborville
US10york022 41.0284 -97.3984 Gresham Gresham
US10york023 41.0357 -97.5205 Thayer_Township Thayer_Township
US10york024 40.8160 -97.8060 Brown_Township Brown_Township
US10york025 40.8831 -97.6515 Lockridge_Township Lockridge_Township
US10york026 40.8121 -97.7354 Brown_Township Brown_Township
US10york027 40.8504 -97.4069 Beaver_Township Beaver_Township
US10york028 40.7930 -97.7499 Brown_Township Brown_Township
US10york029 40.8584 -97.5774 York York
US10york031 41.0261 -97.7034 Morton_Township Morton_Township
US10york032 40.9538 -97.5226 New_York_Township New_York_Township
US10york033 40.9234 -97.6173 Lockridge_Township Lockridge_Township
US10york034 40.7510 -97.5785 McFadden_Township McFadden_Township
US10york035 40.8003 -97.6220 Baker_Township Baker_Township
US10york036 40.7340 -97.5980 Hays_Township Hays_Township
US10york037 40.8587 -97.6075 York York
US10york039 41.0079 -97.6050 Benedict Benedict
US10york040 40.8587 -97.6075 York York
US10york041 40.8987 -97.5928 York York
US10york042 40.9303 -97.7973 Bradshaw_Township Bradshaw_Township
US1AKAB0001 61.2047 -149.7563 Northeast Northeast
US1AKAB0003 61.1926 -149.7542 Scenic_Foothills Scenic_Foothills
US1AKAB0004 61.1094 -149.7701 Mid-Hillside Mid-Hillside
US1AKAB0006 61.1934 -149.9682 Turnagain Turnagain
US1AKAB0007 61.1000 -149.8200 Huffman/O'Malley Huffman/O'Malley
US1AKAB0008 61.4176 -149.4477 Anchorage Anchorage
US1AKAB0009 61.1852 -149.7205 Scenic_Foothills Scenic_Foothills
US1AKAB0012 60.9512 -149.1278 Anchorage Anchorage
US1AKAB0014 61.1606 -149.8067 Abbott_Loop Abbott_Loop
US1AKAB0021 61.3122 -149.4958 Anchorage Anchorage
US1AKAB0022 61.2869 -149.3945 Anchorage Anchorage
US1AKAB0023 61.2378 -149.4543 Anchorage Anchorage
US1AKAB0027 61.1039 -149.7296 Hillside_East Hillside_East
US1AKAB0028 61.0614 -149.7524 Rabbit_Creek Rabbit_Creek
US1AKAB0030 61.2059 -149.8112 Anchorage Anchorage
US1AKAB0034 61.3659 -149.5501 Anchorage Anchorage
US1AKAB0036 61.1925 -149.7600 Scenic_Foothills Scenic_Foothills
US1AKAB0038 61.2272 -149.4401 Anchorage Anchorage
US1AKAB0048 61.4069 -149.4872 Anchorage Anchorage
US1AKAB0052 61.1529 -149.9346 Sand_Lake Sand_Lake
US1AKBC0003 61.5800 -159.5510 Bethel_Census_Area Bethel_Census_Area
US1AKBC0004 61.7025 -157.1699 Sleetmute Sleetmute
US1AKFN0004 64.9347 -148.0244 Goldstream Goldstream
US1AKFN0011 64.8933 -147.4436 Steele_Creek Steele_Creek
US1AKFN0013 64.9276 -147.5387 Steele_Creek Steele_Creek
US1AKFN0015 64.9186 -147.6304 Farmers_Loop Farmers_Loop
US1AKJB0002 58.3834 -134.6453 Juneau Juneau
US1AKJB0003 58.4029 -134.5919 Juneau Juneau
US1AKJB0005 58.2592 -134.3206 Juneau Juneau
US1AKJB0007 58.2752 -134.3907 Douglas_Island Douglas_Island
US1AKJB0009 58.2828 -134.4115 Douglas_Island Douglas_Island
US1AKJB0010 58.3025 -134.4180 Juneau Juneau
US1AKKP0001 60.4868 -151.0823 Soldotna Soldotna
US1AKKP0002 60.4879 -150.7260 Funny_River Funny_River
US1AKMS0005 61.6995 -149.9897 Willow Willow
US1AKMS0010 61.5419 -149.4133 Knik-Fairview Knik-Fairview
US1AKMS0011 61.6185 -149.1258 Palmer Palmer
US1AKMS0012 62.2272 -150.0731 Talkeetna Talkeetna
US1AKPW0001 55.9553 -133.6178 Kosciusko_Island Kosciusko_Island
US1AKPW0005 55.7878 -133.4564 Heceta_Island Heceta_Island
US1AKSH0002 59.5201 -135.3503 Skagway_Municipality Skagway_Municipality
US1AKVC0005 61.0958 -146.1967 Alaska Alaska
US1AKWH0003 61.5277 -165.5787 Chevak Chevak
US1AKWH0005 60.9445 -164.6441 Newtok Newtok
US1AKWP0001 56.8139 -132.9536 Mitkof_Island Mitkof_Island
US1ALAT0002 32.4756 -86.4393 Woodland_Heights Woodland_Heights
US1ALAT0010 32.4262 -86.5390 Autauga_County Autauga_County
US1ALAT0013 32.6444 -86.4302 Marbury Marbury
US1ALAT0014 32.4825 -86.4854 Live_Oaks Live_Oaks
US1ALBB0003 33.0212 -86.9208 Bibb_County Bibb_County
US1ALBB0004 33.0199 -86.9241 Bibb_County Bibb_County
US1ALBB0005 33.1772 -87.1652 Town_of_West_Blocton Town_of_West_Blocton
US1ALBB0006 33.0359 -86.8858 Bibb_County Bibb_County
US1ALBL0002 33.9554 -86.5439 Blount_County Blount_County
US1ALBL0003 33.8584 -86.8679 Town_of_Hayden Town_of_Hayden
US1ALBL0005 33.8029 -86.5601 Blount_County Blount_County
US1ALBL0006 34.0913 -86.6066 Blountsville Blountsville
US1ALBL0007 33.8527 -86.4081 Blount_County Blount_County
